text,predictions
"Before you hear what these pimps have to say, read the factsheet published by companies",0
ചൈന ക് എതിരെ  ഒരു പ്രമേയം പാസ്സ് ആകേണ്ടി വരുമോ? 🧐,1
ithu manapoorvam anu...janangale jagradha,0
നാണമില്ലേ സഖാക്കളെ..🤮<br><br>വിവരമില്ലായ്മ ഒരു കുറ്റമല്ല..,1
Avanmarkke endeum avaloo chattakal<br>Janagal viddikal.,0
നശിക്കട്ടെ സർ എല്ലാം... കഷ്ട്ടം...,1
അന്നം തിന്നുന്നവർക്ക് കണ്ടാൽ മനസ്സിലാവും എന്നാൽ .......തിന്നുന്നവർക്ക്  നാട് നശിച്ചാലും. മനസ്സിലാവൂ ല്ലാ.,1
ടാ പൊട്ടമ്മാരെ ഞങ്ങൾ സഖാക്കളുടെ ബുദ്ധി നിങ്ങൾക്ക് ഇല്ല തിരുവാതിര ഞങ്ങൾ കളിച്ചത് എന്തിന് ആണെന്ന് അറിയോ കളിക്കുന്ന പെണ്ണുങ്ങൾ എല്ലാം വട്ടം ചുറ്റി കളിക്കും അവരുടെ മേൽ കേറാൻ നിൽക്കുന്ന കൊറോണ ഇവരുടെ  പിന്നാലെ വട്ടം ചുറ്റി ചുറ്റി ശരീരത്തിൽ പ്രവേശിക്കാൻ പറ്റാതെ തല കറങ്ങി വീണ് തൽക്ഷണം മരിക്കും <br>ഞങ്ങൾ സഖാക്കളുടെ ബുദ്ധി നിങ്ങൾക്ക് ഒന്നും ഇല്ല...,1
കോവിസിന് മതം ജാതി വർഗ്ഗം ഒന്നും ഇല്ലന്ന് ഭരണധികരികൾ മനസിലാക്കൻ താമസിച്ചു പോയി ജനം മരിച്ച ലും ഭരണാധിപൻ ന്മാർക്ക് ഒന്നും സംഭവിക്കരുത്,1
"The most selfish, most treacherous, the most arrogant, the most quarrelsome, the most cantankerous, the worst untrustworthy, the most shameless copy cat, the worst and the most unreliable, the number one backstabber, the most greedy and the number one bully in the present free world and the one and only chuntry which likes to have territorial disputes with any every country it shares borders with! that&#39;s what china.s is and pardon me please if I am proved wrong!",0
Father don&#39;t know why my child is so bad,0
ഇവനെ കയറ്റി ഐസുലേഷൻ വാർഡിൽ ഇടണം ശല്യം തീർന്നു കിട്ടും,1
എന്തുകൊണ്ട്  എന്ത്കൊണ്ട് എന്ത്കൊണ്ട്,1
ഇസ്‌റാഹീൽ തകർന്ന് ചാമ്പലാകും അമേരിക്ക തകർന്നാൽ ഇസ്‌റാഹീൽ തരിപ്പിടമാവും 😇😇😇😇,0
"Edo  anchoree...thaan   enthina  parihasikkunnathu??  If  they  can  not  prove  it  ,then u  can...before   they prove how  u can  insult  them?",0
90% percentge ആൾക്കാരും അല്ലര്ജി ഉള്ളവരാണ് സാർ,0
മൂട്ടിൽ ആലു കിളിത വിജയൻ. അയാൾക് അത് തണൽ 😂,1
പിണു മുത്തപ്പനും വീണാ ദേവിയും കൂടി  എല്ലാം ശെരിയാക്കി തരും,1
ഒരു രതസാക്ഷിയെ കിട്ടിയപ്പള് ഉണ്ടായ ഗുണം നിങ്ങള് ആയിട്ട് കളഞ്ഞ് കുളിച്ചല്ലോ ചകാവെ,1
"Naturopaths very well know about Allopathy-the utter nonsense ie, suppressing and also harmful treatment by giving palliative chemical drugs. Modern medicine cannot cure any disease even viral fever, simple coryza etc. It Suppresses to become Allergic Rhinitis, Asthma, Nipah, Corona... and the like. All these basically come from simple Viral fever. Then is it a treatment?",0
നാറികൾ,1
Thank you sir..🙏🙏🙏🌷,0
ചൈന ലോക രാജ്യങ്ങൾക്ക് ഭീക്ഷണി ആണ്... എന്നും,0
ഭരിക്കുന്നവർക്ക് എന്ത് തെണ്ടിത്തരവും ആവാലോ,1
പാവം നമ്മുടെ ടിച്ചർ മതി ആയിരുന്നു,1
സുര ചിരിച്ചതല്ലേ ഉള്ളൂ...<br>പ്രതീക്ഷിക്കാതെ ഒരു രക്തസാക്ഷിയെ കിട്ടിയതല്ലേ..നമുക്ക് തിരുവാതിര<br> തന്നെ ആകാം,1
"കോവിഡ് 19  കൂടാതിരിക്കാൻ കമ്മ്യൂണിസ്റ്റ് ബുദ്ധി ഉപയോഗിക്കാം. പാർട്ടി  സമ്മേളനങ്ങളിലും , പ്രക്ഷോഭങ്ങളിലും മറ്റും പങ്കെടുക്കുന്നവരെ കേരളത്തിന്റെ   കോവിഡ്  കണക്കെടുപ്പിൽ നിന്നും ഒഴുവാക്കാം, 😁😁അത് മുയുമനും അറബിക്കടലിന്റെ കണക്കിൽ ആവാം 😁ഡെൽറ്റ, ഒമൈക്രോൺ ഇവ എല്ലാറ്റിനും ഉപരി നമുക്കുണ്ട്  അത്യുഗ്രൻ  വകബേധം🤧🤧 കേരളത്തിന്റെ സ്വന്തം  സിപിഎം",1
Allenkilum Eppozhum  Thiruvathirayanallo Nadathunnathu,1
ദുരന്തം,1
Pinaray prahasanam,0
എന്നിട്ടാണ് ഇവർ പാത്രത്തിൽ കൊട്ടാൻ പറഞ്ഞത് പ്രധാനമന്ത്രിയെ കളിയാക്കിയിരുന്നേ  നാട്ടിൽ തോന്നുന്ന പോലെ.. പ്രവാസികൾക്ക് മാത്രം വേർതിരിവ്.. Risk എടുക്കുന്നത് പ്രവാസികൾ ആണ് നാട്ടിൽ വരുമ്പോൾ,1
IVATTAKALKK<br>ENDHUMAKAMALLO<br>VOTU CHEYYUNNAVARKK<br>KILIPOYI😀,1
Let us pray to God,0
റാന്നിക്കാരെ മാത്രം കുറ്റം പറഞ്ഞവർ എന്തിയേ? ഇപ്പോൾ ചില യാ ളുകൾ കേരളം മുഴുവൻ പരത്തിയപ്പോൾ ആർക്കും കുഴപ്പമില്ല,0
ഓണം ആയോ 😂,1
തിരുവനന്തപുരത്തെ മരണത്തിന്റെ വ്യാപാരികൾ,1
അത് പിന്നെ ഞങ്ങളുടെ പാർട്ടി സമ്മേളനം എല്ലാം ഒന്ന് കഴിഞ്ഞോട്ടെ അത് കഴിഞ്ഞ് ലോക്ക് ഡൗൺ അതിനെ പറ്റി ആലോചിക്കാം.....,1
Sound kollilla.lediesi te sound pole,1
CPM criminals are ruling Kerala and they will go any extent to do such unscrupulous activites,0
വാക്‌സിൻ എന്തിനാണ്?,0
തിരുവാതിര കളിക്ക് ഇടയിൽ ആരും ശ്രീകാന്ത് ജെട്ടിയാർ ജീയെ മറക്കല്ലേ😝😝,1
മാന്യമായി ജീവിക്കുന്നവരെ മോശമായി ചിത്രീകരിക്കുന്ന പ്രവണത ചില കൂട്ടർക്ക് ഉണ്ട്. ഈ അടുക്കളകാരി പെണ്ണുങ്ങളെ പോലെ പരദൂഷണം എന്നാണ് ഇതിനെ പറയുന്നത് ചെയ്ത ജോലിക്കുള്ള കൂലി വാങ്ങു എന്നിട്ട് മതി ബാക്കി ok,0
സാജ 2013ൽകുംഭമേളയ്ക്ക് 700ലക്ഷം അള് എന്ന് ഗൂഗിൾ പറയുന്നത് കണ്ടു,0
Appol randarzcha aalukal marichote alle?,1
കൊറോണ വൈറസിനെ കണ്ടിട്ടില്ല....വന്നാൽ മയ്യത്താകും.അതുമാത്രം അറിയാം...,1
ഛൈന മറ്റുയുറൊപ്പിൻ രാജ്യതെ തകർകാൻ ഈവൈറസിന് ഉൺഢാകിയത്,1
അണ്ടി 🤣🤣🤣,1
Next തിരഞ്ഞെടുപ്പില്‍ മിക്കവാറും കപ്പല്‍ മുങ്ങും.,1
.അപ്പൊ എല്ലാ മാക്രികൾക്കും.... ഹാപ്പി പിണുവാതിര  😁,1
"Stupid Malayalam media. Keep supporting the colonists. There is no virus, whoever believes about virus just believing the stupid news channels.",0
കഷ്ടം കേരളത്തിൽ ഇനി ഇതിലും വലിയ ദുരന്തം വരാനില്ല.... പ്രോട്ടൊക്കോൾ ആനമുട്ട 😂😂😂,1
ഏജ്‌ജാജി 😂,1
എഡിറ്റിംഗ് സൂപ്പർ,1
കോറോണയെക്കാൾ നാട്ടിന് ആപത്ത് ആണ് കമ്മ്യൂണിസ്റ്റ് പാർട്ടി,1
വല്ലാത്ത ജാതി ടീം,1
Eduthond poda oole,0
മരണതിന്റെ വ്യാപാരികൾ,0
എന്തൊരു വിരോധാഭാസം. പറയുന്നത് എന്തോ ചെയ്യുന്നത് എന്തോ..,1
മാർക്കിസ്റ്റ് പാർട്ടി എന്നും തൊഴിലാളികളുടെ കൂടെ ആണ് കോവിഡ് കൂടുന്തോറും എനിക്ക് ഓട്ടവും കൂടും️,1
CPIM=BJP<br>MODI=PINARAY,1
എല്ലാറ്റിനേം പിടിച്ചു അകത്തിടണം,1
Pedi venda jagratha mathi.,0
കല്ല്യാണത്തിനു=50<br>മരണത്തിന്നു=50<br>തിരുവാതിരക്ക്=500<br><br>അപ്പോൾ കല്ല്യാണത്തിന്നു തിരുവാതിരയും ഉണ്ടായാൽ=550<br><br>അത് പൊളിച്ചു😃😃😃,1
എന്തായാലും മരണം നിശ്ചയം. അതറിയാവുന്നവർ ആയിരിക്കും covid മേളയിൽ പങ്കെടുക്കുന്നത്!അവർ എല്ലാം ഉപേക്ഷിച്ചു മേളയിൽ പങ്കെടുക്കുന്നു.രക്ഷ കിട്ടുമെന്നു വിശ്വസിച്ചു പോകുന്നു. സത്യം ദൈവത്തിൽ നിന്ന് പ്രാപിച്ചെങ്കിൽ 😇.,0
ശരി യാകാൻ ഇടയില്ല. <br>.. ചൈനയിൽ ഇപ്പോഴും മരണം കൊറോണ 19കാരണം കൊണ്ട് സംഭവിച്ചു കൊണ്ടിരിക്കുന്നു... വെറുതെ. അപവാദം പറഞ്ഞുണ്ടാക്കാതെ... ബ്രോ..,0
ഈ  ആത്മ  വിസ്‌വാസം  എല്ലാവരെയും  രക്ഷിക്കട്ടെ,0
മൂക്കിൽ പനിക്കു ഇത്രയും വേണോ? 😃,0
I liked the way of presentation. The clips and cut paste.,0
സിപിഎം സമ്മേളനങ്ങൾ എല്ലാം കഴിഞ്ഞാൽ കേരളം ലോക്ക് ആക്കും. ഉറപ്പാണ്. സമ്മേളനങ്ങൾ കഴിയാൻ കത്തിരിക്കുകയാണ് ലെവമാർ. ഇപ്പൊ ഉള്ള 75 ഉം 150 ഒക്കെ അതിനുള്ള ഇളവ് ആണ്,1
നാട് നാശിപ്പിക്കുന്ന പാർട്ടി ldf,1
China Poorimakkal Puzhutha Thalleyolikal 🤮🤮🤮🤮🤮,0
Kashtam thanne ... 😳😢,1
"International conspiracy used  China as a tool to destroy the nation, one world government starting with Corona, international one world agenda !!!!??",0
കു ബമേള കൊറോണ മേള ആയില്ലേ  ഗംഗാദേവി വരും രക്ഷിക്കാനെന്ന് പറഞ്ഞ ഒരു മുഖ്യമന്ത്രി ഉണ്ടവിടെ,1
Aduppilum thooram,1
ബഹു. കോടതി സ്വമേധംയ കേസ് എടുക്കണം,1
മറുനാടൻ.. നിങ്ങൾപറഞ്ഞതു കറക്ട് കാര്യമാണ്. ഇ വാർത്ത ഇവിടെ നിർത്തരുത്. എല്ലാ ചാനലിലും വരണം. ഇതു ലോകമറിയണം. ഇതിനു പകരംചെയ്യണം... pleas,0
അവർക്ക് ആരെയെങ്കിലും ചികിൽസിക്കാൻ അവസരം കൊടുത്തു കൂടെ അവരുടെ വെല്ലുവിളി ഏറ്റെടുക്കുവാൻ തയ്യാറാവണം.,0
Ithrayum adhipadhicha oru partyyy,1
അതിനെന്താ? 150 എന്നതിലെ &quot; 1 &quot;<br>പൂജ്യത്തിന്റെ വലത് ഭാഗത്ത് എഴുതിയാ മതിയല്ലൊ. പിണറായി വരെ &quot; ഞാൻ ഇടതല്ലാ&quot; എന്ന് എഴുതിക്കൊടുത്തിട്ടാണ് USA യിലേക്ക് പോകുന്നത് എന്നാ കേട്ടത്.<br>പിണറായിയുടെ കൂടെ ഒന്ന് എന്ന നമ്പറും താത്കാലികമായി വലത്തോട്ട് ചാടി എന്നതല്ലെയുള്ളു.,0
ഗതികേട്,1
കൊറോണയെയും ലോകാവസാനത്തെക്കുറിച്ചും വിശുദ്ധ ബൈബിളിൽ വെളിപാടിന്റെ പുസ്തകത്തിൽ വളരെ വ്യക്തമായ്‌ പറയുന്നുണ്ട്. കർത്താവ് പറയുന്നുജാഗ്രതയോടെ ഇരുന്നോളുക.,0
lokethengum chavattukottayilekk valicherinja ee party evde shobikkana,0
ഇവിടെയുള്ള പാവങ്ങെള അറിയാതെ ജിഹാദി ബീകരർ ചതിച്ചതായിരിക്കും ചൈന ലോകത്തെ ചതിച്ച പോലെ ആരെങ്കിലും അറിഞ്ഞു കൊണ്ട് ഇതിന് നിന്നു കൊടുക്കില്ലല്ലോ,1
നല്ല  അവതരണം സാജൻ ചേട്ടാ...,1
ഇവർ സത്യത്തിൽ എന്ത് ജീവികൾക്ക് ഉണ്ടായതാണാവോ?,1
ചൈന യിൽ തുടങ്ങി ഇന്ത്യ കേരളം trivandrum  vare ethy😔,0
ചൈനയിൽ നിന്നും ഈ കൊച്ചു കേരളത്തിൽ എത്തിയെങ്കിൽ എന്തുകൊണ്ട് അവിടെ ഒന്നും ഉണ്ടായില്ല... something ഫിഷി.....,0
It is very easy to defeat china ....don&#39;t buy  any product from China then they revert  to 1960 .......let  message to everyone in your circle,0
"കരയിലും കടലിലും പ്രശ്നങ്ങളുണ്ടാക്കുന്നത് മനുഷ്യരാണ്, വിശുദ്ധ ഖുർആൻ !!!",0
അങ്ങയുടെ വാക്കുകൾ ഓരോ മനുഷ്യനും കുളിർമഴയാവട്ടെ.. താങ്ക്സ് sir,0
"ദൽഹി ഭരിക്കുന്നവർ എവിടെ എന്തെടുക്കുവായിരുന്നു,,,? ഇവർ അറിഞ്ഞില്ലേ ഈ നശിച്ച കൂട്ടങ്ങളെ,,,... വൻ പരാജയമായല്ലോ  Kejri.. രാജ്യം മുടിച്ചു നിങ്ങടെ അനാസ്ഥ കൊണ്ട് മാത്രം,,,, ഇനി അവരെ അവിടെ പൂട്ടിയിടുക,,, ജനങ്ങൾ രക്ഷപ്പെടട്ട്",1
എല്ലാവരും കേക്കുന്നുണ്ടല്ലോ അല്ലേ..........,1
മോദിജി പാത്രം കൊട്ടാൻ പറഞ്ഞു വീടിനുള്ളിൽ .തമ്പ്രാനും  പാർട്ടിയും തിരുവാതിര കളിക്കാനും,1
Enthe Useless Vijayaaa😁😁😁,1
"Thakyou, sir☺️",1
ഇവിടെ ഒരു കല്യാണം നടത്തി ഒന്ന് ആള് കൂടിപ്പോയാൽ അപ്പൊ വരും കേസ് പെറ്റി തേങ്ങാ എന്നും പറഞ്ഞ്,1
ചിന്തിയ്ക്കാനറിയാത്ത ചിന്ത ജെറോമിനെ പോലുള്ള കമ്മ്യൂണിസ്റ്റുകളാണ് ഇന്ന് ലോകജനത്തിന്റെ ഒരേ ഒരു ശത്രു.,0
vidagdar ethiyallo 🤣🤣🤣🤣🤣🤣🤣🤣,1
This woke me up to the unpleasant truth of how biased we are in our thinking. Many were and are still critical of the Tablighi Jamaat meeting conducted in Delhi during the beginning of the Covid crisis.  But are we equally vehement in criticizing the huge crowds gathered during the Kumbh ?,0
രക്ഷകരും ശിക്ഷകരും ഒരാളോ? Something fishyyyy,1
ഹി ഹി ഹി ഹി  പിണറായി   😂😂😂😂😂😂😂😂,1
Avaru thanne undakki.. appol  athinte medecen  avarkku ariyam,0
ഈ പാർട്ടി വേറെ പാർട്ടിയാണ്. ഇരട്ടത്താപ്പ് ഔദ്യോഗിക നയമായി പ്രഖ്യാപിക്കണം.,1
ഇവന്മാരുടെ ഉദ്ദേശം നമ്മുടെ രാജ്യത്തെ തകർക്കുക എന്നത് തന്നെ ആണ് തീവ്രവാദികൾ,0
"Go and research how China deals with COVID-19 they not only depend on morden medicine but also used their traditional Chinese medicine to tackle with covid-19 in India we do not value our traditional knowledge you go and check Germany how they are promoting Ayurveda and other alternative medicine in their country along with modern medicine,",0
100% literacy 🔥,1
😂😂😂... Educated ആണ്..,1
"കൊറോണ കച്ചവടം ചാനലുകാർ നന്നായി ആഘോഷിച്ചു,epol ആർക്കും never mind,",0
നിയമങ്ങൾ  ഒക്കെ ജനങ്ങൾടെ  നെഞ്ചത്തേയ്ക്ക് മാത്രം  ഉള്ളൂ... ഓരോ,1
Nalla ombiya song,1
S  point good,0
"ഷാജൻജി തെരഞ്ഞെടുപ്പ് അടുക്കുമ്പോൾ കൊറോണ പമ്പ കടക്കും എന്ന് നോം പലപ്പോഴും പറയാറില്ലേ, ഇനിയത് ഇലക്ഷൻ കഴിഞ്ഞോടി വരും.നമുക്ക് ഇതറിയാമല്ലോ.ഈ സൂക്കേടെന്തെന്നറിയാമല്ലോ.അതിന് ഗവേഷണമൊന്നും അധികം ചെയ്യണ്ട.😂😂😂.",0
Trump was True,0
നന്ദി. നല്ല പ്രതീക്ഷ നൽകുന്ന വാക്കുകൾക്ക്.,0
"Well presented, to the point",0
എങ്കിലും പ്രവാസികൾ ക്ക്...,1
അതെ ഈ പറഞ്ഞ കാര്യങ്ങളെല്ലാം സഖാവ് പിണറായി വിജയന്റെ കഴിവ് തന്നെ സമ്മതിച്ചു എനിയും അങ്ങനെ തന്നെയാവട്ടെ . ഞാനൊരു പ്രവാസിയാണ് സഖാവെ ആ ഏഴ് ദിവസത്തെ കോറന്റീനും കൂടിയൊന്ന് ഒഴിവാക്കി തരുമോ. എന്നാ ഇത് പോലൊരു തിരുവാതിര ഞങ്ങൾ പ്രവാസികൾ എയർപ്പോട്ടിൽ വെച്ച് കളിക്കാം,1
പണിക്ക് പോവാതെ ഇരുന്നാലും കുടുംബം പട്ടിണി ആയാലും ഇനിയും പോയി വോട്ട് ചെയ്തു കൊടുക്ക് അപ്പൊ ശെരിയാകും,1
Ini aryippu Varum veettil vare samoohika akalam paalikkanam.. pakshe njangal roadilirangi thiruvathira nadathum.. maskum samoohika akalavum onnum njangal palikkoolaa.. ennittu lockdown kalipikum adangi otjungi irunnonam..nammudeyokke Oro gathikedu,0
Chinese presidents wife is working in WHO top post. This post is only to protect China&#39;s interest in WHO....?<br>or otherwise.... China is getting all the news from WHO..... It&#39;s a spy work,0
അങ്ങനെ തിരുവാതിര എന്ന മഹാകലാരൂപത്തെയും അപമാനിച്ചു......,1
മന്ത്രിയുടെ നിർദേശം സി പി എം ഒഴികെയുള്ളവർക്കാണ്,1
Police marichappol criket kanddi,1
പൂർണമായും ജേക്കബ് സാറിനെ തള്ളരുത്.. നാച്ചുറോപ്പതി അത്ഭുതം സൃഷ്ടിക്കുന്നത് ഞാൻ കണ്ടിട്ടുള്ളതാണ്.,0
അകലം പാലിക്കാൻ വട്ടം വരച്ചിട്ടുണ്ടത്രേ. അപ്പൊ പരസ്പരം കയ്യ് അടിക്കുന്നതിൽ  തെറ്റില്ല അല്ലെ.വട്ടത്തിൽ നിന്നാൽ മതി 🤣🤣🤣🤣🤣🤣,1
Oru kayyabatham nattilkarud,1
No body is talking about the peoples gatherings in temples,0
ചൈനയെ വിശ്വസിക്കാൻ കൊള്ളില്ല. പരമാവധി ചൈനയുടെ പ്രൊഡക്ടുകൾ  വാങ്ങാതിരിക്കുക.,0
ന്തോന്നടെയ് ഇതൊക്കെ,1
നാണമില്ലാത്ത ജന്മം 😥പിണുവാതിര 😁,1
കമ്മ്യൂണിസ്റ്റ്‌ പൊളിഞ്ഞു തുടങ്ങി,1
Avatharanam  oru rkhsayumilla ore Poli😂😂😂,1
"<a href=""https://www.youtube.com/watch?v=ClIuHSpxIqI&amp;t=14m44s"">14:44</a> Haa ippo manisilayille 🇨🇳 udayipannu panna <b>*</b>",1
Uff ijjaathi 😂,1
Achanmaronnum ipo peedppikklye 😂😂☺️🤣😄,1
Omicrone kadakk purath ......,1
7ഴം അറിവ്.. മൂവി പറയുന്നത് ശെരിയാ.. ഇപ്പോ അത് മനസിലായി... അന്ന് ആ സിനിമയെ പുച്ചിചവർ ഇന്ന് ആ സിനിമയെ പറ്റി. പറയുന്നു..,0
അവിടെ പങ്കെടുത്തവർ 1000/- രൂപ വെച്ച്  പെറ്റി അടിക്കണം....,1
Jayipichatallea anubhavichoooo,0
Pinarayikk adppilum avam 🤣,1
കൊറോണ ഇന്ത്യയിൽ വന്നാൽ ചാണം വാരിക്കോരി തിന്നാനും കുടിക്കാൻ ഗോ മൂത്രം മരുന്ന് കണ്ടുപിടിച്ചു,0
ട്രംപാണ് കൂടുതൽ ശരിയെന്നു തോന്നുന്നു.,1
ഒരുപെണ്ണിനെഇത്പറഞ്ഞതിൽൻപേരിൽകുത്തികൊന്നത്.സാജൻ.അറിഞ്ഞില്ലേ.,0
Good,0
ചെനയുടെ എല്ലാ നിലപാടുകളും എപ്പോഴും ഇന്ത്യക്ക് എതിരായിരുന്നു&#39; ഇവരുടെ എല്ലാ ഉൽപ്പന്നങ്ങളും നമ്മൾ ബോധപുർവ്വം ബഹിഷ്കരിക്കണം,0
ഇതിനൊന്നും കുഴപ്പില്ല   പ്രവാസികൾ നാട്ടിൽ വന്നാൽ   10സം  ഇരിക്കണം   നാണമുണ്ടോ സർക്കാരെ    നാണമില്ലാത്ത  ഭരണകൂടം,1
എന്ന പിന്നെ കൊറോണ കഴിഞ ഒരു യുദ്ധവും പ്രതീക്ഷിക്കേണ്ടി വരൊ,0
പിണറായി നാട് വാണിടും കാലം മനുഷ്യർലരും ഒരു പോലെ 😂😂😂കൊറോണ ഇടക്ക് കേറി വന്നാൽ പിണറായി -തിരുവാതിര നടക്കുന്നത് കണ്ടിലെ കടക്ക് പുറത്ത് 😂,1
ആ ഡോക്ടർക്ക് കൊറൊണ വരാതിരുന്നാ മതി,0
നാറിയ പരനാറിയും അവന്റെ മരുമകനും കൂടെ നശിപ്പിക്കും കേരളം,0
China products long lasting അല്ലാ....ഈ മഹാമാരിയും വേഗം മാറട്ടെ.....,0
"എല്ലാം തകർന്നു, ലോകം അവസാനിച്ചു, ഇന്ത്യ നശിച്ചു, കേരളത്തിന്റെ കഥ കഴിഞ്ഞു എന്നൊക്ക ആണല്ലോ ഇതുവരെ പറഞ്ഞത്. ആരും മൈൻഡ് ചെയ്യാതായപ്പോൾ അടുത്ത  &quot;ട്വിസ്റ്റു&quot;മായി വന്നിരിക്കുന്നു...",0
കാരണഭൂതൻ 😂😂,1
Sir.....good sir,0
ലോകം നിയത്രിക്കുന്ന ഒരു രക്ഷിതാവ് ഉണ്ട് അവനു അറിയാം എല്ലാം ആരായാലും ഇതിന് അവൻ കൊടുക്കും,0
"Bjp, കോൺഗ്രസിന്റെ ഒക്കെ ഊളത്തരങ്ങൾ കാരണം കമ്മ്യൂണിസ്റ്റുകാരെ സപ്പോർട്ട് ചെയ്തിരുന്നു ഇപ്പോൾ മനസ്സിലായി എല്ലാം കണക്കാ 🤦🤦🤦🤦",1
Nthu jaagrathaa തിരുവാതിര ജാഗ്രതാ aano,1
buthiyillatha kore yennathine boat cheyith vijayicha njmmal aan sherikum pyottan maar..,1
സഖാത്തിമാര് ഇങ്ങനെ അങ്ങേരെ കളിയാക്കരുതായിരുന്നു ഒന്നുമില്ലെങ്കിലും പ്രായമെങ്കിലും കണക്കാക്കണ്ടെ,0
"Evideyaayirunnu ee &quot;som nalshaan&quot; itranaal, ente yearly leave naasamaaki naarikal",0
Kappithaaanund kappithaaan 100% thiruvaathira kali kandaaleee appi iduuuu.<br>Kappithaanu vendi njhanghal kappal vare odikkum ella jillakiludee,1
പ്വോളി,1
Amazing,1
കമ്മ്യൂണിസ്റ് വെറും കോമഡി ആയി വരുവാണ് 🤣,1
കോവിഡിന് മരുന്നു കണ്ടുപിടിച്ചിട്ടില്ല എങ്കിലും ധാരാളം രോഗികൾ സുഖം പ്രാപിക്കുന്നു. ലോകത്തിലെ മരണനിരക്ക് രോഗികളുടെ ആറു ശതമാനത്തിനു മുകളിൽ വരുമ്പോൾ ഇന്ത്യയിൽ അത് മൂന്നു ശതമാനവും രോഗികളുടെ എണ്ണത്തിൽ രണ്ടാമതു നിൽക്കുന്ന തമിഴ് നാട്ടിൽ അത് ഒരു ശതമാനത്തിന് താഴെയുമാണ്.,0
"ഒരു മാസത്തെ ലീവിനൊക്കെ ആണ് പ്രവാസികൾ നാട്ടിലേക്ക് വരുന്നത്. അതും ഒരു വർഷത്തിലോ രണ്ടു വർഷത്തിലോ ഒക്കെ. കോവിഡ് ടെസ്റ്റ്‌ ചെയ്തു റിപ്പോർട്ട്‌ നെഗറ്റീവ് ആയാൽ പിന്നെ ക്വാറന്റൈൻ എന്തിനാ. തിരുവാതിര സൂപ്പർ song അതിലേറെ സൂപ്പർ.. Social distance, mask അങ്ങനെ എല്ലാ മാനദണ്ഡവും പാലിച്ചിട്ടുമുണ്ട്....",1
മലയാളി lunky news..,0
എന്ന്പറയുന്നപരിപാടിനാട്ടിൽഅനീതിയുംഅക്രമവുംകൊടികുത്തിവാഴുന്നു,1
ബിസിനസ്. <br>ജേക്കബ് വടക്കാഞ്ചേരി പറയുന്നത് ഏതാണ്ട് ശരിയായി വരുന്നു.,0
Kesedukkanam,1
Manaaakadi varum,1
പ്രഹസന അപഹാസ്യ  പൂരം !!!😄,1
Ethe eppo athivyshyam anne,1
പ്രകൃതി അച്ഛന്‍ : ആരെങ്കിലും വൈറസിനെ കണ്ടിട്ടുണ്ടോ?<br><br>ശാസ്ത്രം: മൈക്രോസ്കോപ്പ് ഉപയോഗിച്ച് എങ്ങനെ താങ്കളുടെ തലച്ചോറ് കാണാന്‍ സാധിക്കുമോ അതേപോലെ ശാസ്ത്രജ്ഞര്‍ക്ക് കൊറോണ വയറസ്സിനെയും കാണാന്‍ സാധിക്കും. തലച്ചോറ് കാണുന്ന കാര്യത്തെ കുറിച്ച് ശാസ്ത്രലോകത്തിന് ഉറപ്പില്ല.,0
"Avaru ee vipatinea nerathea mun kuti kandu precautions <a href=""http://edutuayirunu.so/"">edutuayirunu.so</a> right now they are safe",0
I am very happy to hear things there are alright.,0
6 മണിക്കൂർ കൊണ്ട് 133k ആണ് കണ്ടത് ഷാജൻ ചേട്ടന് ബിഗ് സല്യൂട്ട്,0
ഞങ്ങളാണ് ഭരിക്കുന്നത്.. ഞങ്ങൾ എന്തും ചെയ്യും.. പിന്നല്ല,1
Than poada uvvve  than entharinjitan eeechelakkunnadu,0
നല്ലൊരു കലാരൂപത്തെ കൊന്നു കൊലവിളിച്ചു :,1
Kooduthal vavvaalukale pachakku thinnaan paranjo,0
Hiyyoooo🤣🤣🤣🤣🙏,1
സാമാനൃബോധമുള്ള ഏതൊരു വ്യക്തിക്കും മനസ്സിലാകും ചൈന ചെയ്യുന്നതെല്ലാം പിശാചിന്റെ പ്രവർത്തിയാണെന്ന്,1
കഷ്ടം   ഈ  പെണ്ണുങ്ങൾക്ക്   ഇപ്പഴും   തലക്ക്  വെളിവ്  വന്നിട്ടില്ല  🤣🤣,1
Korona ivattakalekkal etreyo bhedam 🙄🙄🙄🙄🙄,1
മനോ...... രമ ..... ..... എന്താ ഒരു സന്തോഷം?......എത്ര കിട്ടി ? അവരെ കാണിച്ചും ഇവരെകാണിച്ചും സുഖിപ്പിക്കേണ്ട. കള്ളത്തരത്തിന് പഞ്ഞമില്ലാത്തവരാണല്ലോ ഭരിക്കുന്നത്.എടുത്തവർക്കെല്ലാം മതിയായി. കൊന്നാലും ഇനിയൊരു വാക്സിന് ഇല്ലേ ഇല്ല എന്നാണ് സകലരും പറയുന്നത്.ഇവരല്ലാണ്ട് ഇനിയുമുണ്ട് ശാസ്ത്രജ്ഞന്മാരും വിവരമുള്ളവരും .സ്വന്തം ശരീരത്തിൽ എന്തു ചെയ്യണമെന്ന് ഞങ്ങളാണ് തീരുമാനിക്കുന്നത്.,0
